pair_id,intervention,mechanism_hint,surrogate,surrogate_category,pathway,hallmark,relation_type,pmid,title,journal,year,study_type,article_score,surrogate_signal,sample_snippet,doi
dasatinib_p16ink4a_expression,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,34480023,Long-term treatment with senolytic drugs Dasatinib and Quercetin ameliorates age-dependent intervertebral disc degeneration in mice.,Nature communications,2021,preclinical,0.35,0.7,Long-term treatment with senolytic drugs Dasatinib and Quercetin ameliorates age-dependent intervertebral disc degeneration in mice.. Intervertebral disc degeneration is highly prevalent within the elderly population and,10.1038/s41467-021-25453-2
dasatinib_sasp_panel,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,34480023,Long-term treatment with senolytic drugs Dasatinib and Quercetin ameliorates age-dependent intervertebral disc degeneration in mice.,Nature communications,2021,preclinical,0.35,0.7,Long-term treatment with senolytic drugs Dasatinib and Quercetin ameliorates age-dependent intervertebral disc degeneration in mice.. Intervertebral disc degeneration is highly prevalent within the elderly population and,10.1038/s41467-021-25453-2
mtor_inhibitors_pam,Mtor Inhibitors,"Modulate mTOR signaling to reduce age-related mTOR overactivation, potentially improving autophagy and immune function relevant to vaccine responses in aging",PAM,cardiovascular,glucose insulin signaling,altered intercellular communication,intervention_to_surrogate,36010585,PI3K/AKT/mTOR-Targeted Therapy for Breast Cancer.,Cells,2022,review,0.5,0.7,"3-kinase (PI3K), protein kinase B (PKB/AKT) and mechanistic target of rapamycin (mTOR) (PAM) pathways play important roles in breast tumorigenesis and confer worse prognosis in breast c",10.3390/cells11162508
mtor_inhibitors_pten,Mtor Inhibitors,"Modulate mTOR signaling to reduce age-related mTOR overactivation, potentially improving autophagy and immune function relevant to vaccine responses in aging",PTEN,oncology,PI3K AKT mTOR signaling,genomic instability,intervention_to_surrogate,37541245,Chromophobe renal cell carcinoma.,Cancer cell,2023,observational,0.25,0.5,nt data suggest two potential mechanisms: mTORC1 hyperactivation through PTEN pathway mutations and mitochondrial dysfunction leading to oxidative stress. There are no specific approved t,10.1016/j.ccell.2023.07.006
quercetin_sasp_panel,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,32686219,Senolytic drugs: from discovery to translation.,Journal of internal medicine,2020,review,0.55,0.75,"Senolytic drugs: from discovery to translation.. Senolytics are a class of drugs that selectively clear senescent cells (SC). The first senolytic drugs Dasatinib, Quercetin, Fisetin and Navitoclax were discovered using a",10.1111/joim.13141
quercetin_nad_nadh_ratio,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,35935939,Therapeutic application of quercetin in aging-related diseases: SIRT1 as a potential mechanism.,Frontiers in immunology,2022,review,0.5,0.63,"Therapeutic application of quercetin in aging-related diseases: SIRT1 as a potential mechanism.. Quercetin, a naturally non-toxic flavonoid within the safe dose range with antioxidant, anti-apoptotic and anti-inflammator",10.3389/fimmu.2022.943321
quercetin_bdnf,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",BDNF,cardiovascular,neurotrophic signaling,altered intercellular communication,intervention_to_surrogate,35935939,Therapeutic application of quercetin in aging-related diseases: SIRT1 as a potential mechanism.,Frontiers in immunology,2022,review,0.5,0.65,"itochondrial damage, SIRT1/FoxO mediated autophagy, and SIRT1/FoxG1/CREB/BDNF/Trkβ-catenin mediated neuroprotective effects. In this review, we summarized the role of SIRT1 in the improve",10.3389/fimmu.2022.943321
quercetin_p16ink4a_expression,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,30279143,Fisetin is a senotherapeutic that extends health and lifespan.,EBioMedicine,2018,preclinical,0.55,0.75,Fisetin is a senotherapeutic that extends health and lifespan.. BACKGROUND: Senescence is a tumor suppressor mechanism activated in stressed cells to prevent replication of damaged DNA. Senescent cells have been demonstr,10.1016/j.ebiom.2018.09.015
quercetin_p16ink4a_expression,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,28230051,Cellular senescence mediates fibrotic pulmonary disease.,Nature communications,2017,preclinical,0.65,0.85,"Cellular senescence mediates fibrotic pulmonary disease.. Idiopathic pulmonary fibrosis (IPF) is a fatal disease characterized by interstitial remodelling, leading to compromised lung function. Cellular senescence marker",10.1038/ncomms14532
quercetin_p16ink4a_expression,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,28608850,Cellular senescence drives age-dependent hepatic steatosis.,Nature communications,2017,preclinical,0.25,0.7,Cellular senescence drives age-dependent hepatic steatosis.. The incidence of non-alcoholic fatty liver disease (NAFLD) increases with age. Cellular senescence refers to a state of irreversible cell-cycle arrest combined,10.1038/ncomms15691
quercetin_il6,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",IL6,inflammation,cytokine signaling,inflammaging,intervention_to_surrogate,36637079,"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age.",Aging cell,2023,preclinical,0.75,0.8,"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age.. Aging results in an elevated burden of senescent cells, senescence-associated secretory phen",10.1111/acel.13767
quercetin_triglycerides,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",triglycerides,metabolic,lipid metabolism,deregulated nutrient sensing,intervention_to_surrogate,36637079,"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age.",Aging cell,2023,preclinical,0.75,0.87,"ed suppression of plasma NEFAs (p = 0.01), reduced fed and fasted plasma triglycerides (both p ≤ 0.04), and improved systemic lipid tolerance (p = 0.006). Collectively, results from this study sug",10.1111/acel.13767
quercetin_sasp_panel,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,36637079,"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age.",Aging cell,2023,preclinical,0.75,0.85,"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age.. Aging results in an elevated burden of senescent cells, senescence-associated secretory phen",10.1111/acel.13767
quercetin_p16ink4a_expression,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,30612898,Obesity-Induced Cellular Senescence Drives Anxiety and Impairs Neurogenesis.,Cell metabolism,2019,preclinical,0.4,0.75,"Obesity-Induced Cellular Senescence Drives Anxiety and Impairs Neurogenesis.. Cellular senescence entails a stable cell-cycle arrest and a pro-inflammatory secretory phenotype, which contributes to aging and age-related",10.1016/j.cmet.2018.12.008
quercetin_il6,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",IL6,inflammation,cytokine signaling,inflammaging,intervention_to_surrogate,31542391,Senolytics decrease senescent cells in humans: Preliminary report from a clinical trial of Dasatinib plus Quercetin in individuals with diabetic kidney disease.,EBioMedicine,2019,preclinical,0.65,0.7,"Senolytics decrease senescent cells in humans: Preliminary report from a clinical trial of Dasatinib plus Quercetin in individuals with diabetic kidney disease.. BACKGROUND: Senescent cells, which can release factors tha",10.1016/j.ebiom.2019.08.069
quercetin_p16ink4a_expression,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,31542391,Senolytics decrease senescent cells in humans: Preliminary report from a clinical trial of Dasatinib plus Quercetin in individuals with diabetic kidney disease.,EBioMedicine,2019,preclinical,0.65,0.75,"Senolytics decrease senescent cells in humans: Preliminary report from a clinical trial of Dasatinib plus Quercetin in individuals with diabetic kidney disease.. BACKGROUND: Senescent cells, which can release factors tha",10.1016/j.ebiom.2019.08.069
quercetin_sasp_panel,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,31542391,Senolytics decrease senescent cells in humans: Preliminary report from a clinical trial of Dasatinib plus Quercetin in individuals with diabetic kidney disease.,EBioMedicine,2019,preclinical,0.65,0.75,"Senolytics decrease senescent cells in humans: Preliminary report from a clinical trial of Dasatinib plus Quercetin in individuals with diabetic kidney disease.. BACKGROUND: Senescent cells, which can release factors tha",10.1016/j.ebiom.2019.08.069
quercetin_f2,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",F2,cardiovascular,coagulation cascade,altered intercellular communication,intervention_to_surrogate,39603038,Xiyangshen Sanqi Danshen granules attenuated D-gal-induced C57BL/6J mouse aging through the AMPK/SIRT1 signaling pathway.,Phytomedicine : international journal of phytotherapy and phytopharmacology,2025,preclinical,0.4,0.65,"e protein levels of Ki67, AMPK, SIRT1 and the nuclear translocation of Nrf2 while decreased the protein levels of P21, P53, IL-18, 8-OHdG, nitrotyrosine, and COX-2 and the nuclear trans",10.1016/j.phymed.2024.156213
quercetin_sasp_panel,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,39797437,"Dasatinib and Quercetin Limit Gingival Senescence, Inflammation, and Bone Loss.",Journal of dental research,2025,preclinical,0.75,0.85,"Dasatinib and Quercetin Limit Gingival Senescence, Inflammation, and Bone Loss.. Cellular senescence has emerged as one of the central hallmarks of aging and drivers of chronic comorbidities, including periodontal diseas",10.1177/00220345241299789
quercetin_il6,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",IL6,inflammation,cytokine signaling,inflammaging,intervention_to_surrogate,38176315,"Flavonoid 4,4'-dimethoxychalcone selectively eliminates senescent cells via activating ferritinophagy.",Redox biology,2024,preclinical,0.4,0.7,"Flavonoid 4,4'-dimethoxychalcone selectively eliminates senescent cells via activating ferritinophagy.. Flavonoids are bioactive natural polyphenolic compounds with health benefits, including anti-tumor, anti-inflammator",10.1016/j.redox.2023.103017
quercetin_sasp_panel,Quercetin,"senolytic: Flavonoid with reported senolytic/geroprotective activity, often linked to anti-inflammatory and anti-oxidative pathways",SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,38176315,"Flavonoid 4,4'-dimethoxychalcone selectively eliminates senescent cells via activating ferritinophagy.",Redox biology,2024,preclinical,0.4,0.75,"Flavonoid 4,4'-dimethoxychalcone selectively eliminates senescent cells via activating ferritinophagy.. Flavonoids are bioactive natural polyphenolic compounds with health benefits, including anti-tumor, anti-inflammator",10.1016/j.redox.2023.103017
